sku,alchool,alt_image,animal,area,australian_like,awards,blended_grapes,bottleml,box_size,cellar_practice,country_of_manufacture,cost,custom_block,custom_label,filtration,florealnew,fruit,international_awards,is_featured,kind,kind_byo_organic,main_grape,manufacturer,method,mineral,myob_btb,myob_btc_h,oak1,pairing,price,product_name,region,second_fermentation,sparkling_residual_sugar,spontaneous_fermentation1,skin_contact,sku_short,spice,stripe_sub_enabled,sw_featured,tastingnotes,vegetal,vineyard_management,Vntg,wild_ferment,wine_producer
COLPG20,"alt_image=/c/o/colpg20_colterenzio_pinot_grigio_alto_adige.png,bottleml=750,box_size=12,cellar_practice=Conventional,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Pinot Grigio,manufacturer=Colterenzio,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Alto Adige,skin_contact=No,sku_short=COLPG,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2020,wine_producer=Colterenzio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGMOS20,"alt_image=/p/i/piero_gatti_moscato_pgmos19_1.png,area=Cuneo,bottleml=750,box_size=6,cellar_practice=Conventional,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Moscato,manufacturer=Piero Gatti,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Piemonte,second_fermentation=Tank (Metodo Martinotti),skin_contact=No,sku_short=PGMOS,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2020,wine_producer=Piero Gatti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3564_,"box_size=12,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,mineral=1,oak1=No,pairing=Poultry,skin_contact=No,sku_short=gstbtbh,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,Vntg=2019,wine_producer=wine-prod-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAVAL16,"alt_image=/a/d/adalia_valpoliccella_laute_adaval19_1.png,blended_grapes=Corvina|Molinara|Rondinella,bottleml=750,box_size=12,cellar_practice=Minimum S02|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Biodynamic Wine,main_grape=Corvina Grossa,manufacturer=Adalia,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Veneto,skin_contact=No,sku_short=ADAVAL,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=Yes,vineyard_management=Biodynamic,Vntg=2016,wine_producer=Adalia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FONFAL18,"area=Taburnio Sannio,bottleml=750,box_size=12,cellar_practice=Minimum S02|Unwooded,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Falanghina,manufacturer=Fontanavecchia,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Campania,skin_contact=No,sku_short=FONFAL,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2018,wine_producer=Fontanavecchia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FONROS15,"area=Montefalco,blended_grapes=Montepulciano,bottleml=750,box_size=6,cellar_practice=Concrete|No added S02|Unfiltered|Unwooded|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Sangiovese,manufacturer=Fongoli,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Umbria,skin_contact=No,sku_short=FONROS,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2015,wine_producer=Fongoli",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FONROS19,"area=Montefalco,blended_grapes=Montepulciano,bottleml=750,box_size=6,cellar_practice=Concrete|No added S02|Unfiltered|Unwooded|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Sangiovese,manufacturer=Fongoli,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Umbria,skin_contact=No,sku_short=FONROS,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2019,wine_producer=Fongoli",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANLAC15,"alt_image=/s/t/stefano_mancinelli_lacrima_di_morro_dalba_superiore_manlac18_1.png,bottleml=750,box_size=12,cellar_practice=Conventional,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Lacrima,manufacturer=Stefano Mancinelli,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Marche,skin_contact=No,sku_short=MANLAC,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2015,wine_producer=Stefano Mancinelli",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUDEFR18,"alt_image=/q/u/quarticello_despina_qudefr19_1.png,area=Reggio Emilia,bottleml=750,box_size=12,cellar_practice=Minimum S02|Unfiltered|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Malvasia di Candia Aromatica,manufacturer=Quarticello,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Emilia-Romagna,second_fermentation=Undisgorged (Metodo Ancestrale),skin_contact=No,sku_short=QUADES,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2018,wine_producer=Quarticello",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRAANF19,"area=Bologna,bottleml=750,box_size=12,cellar_practice=Amphora|No added S02|Skin contact|Unfiltered|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Grechetto Gentile,manufacturer=Gradizzolo,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Emilia-Romagna,skin_contact=No,sku_short=GRAANF,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Biodynamic,Vntg=2019,wine_producer=Gradizzolo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRANEGR18,"alt_image=/g/t/gtragre18_gradizzolo_negrettino.jpg,bottleml=750,box_size=12,cellar_practice=Minimum S02|Unwooded|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Negrettino,manufacturer=Gradizzolo,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Emilia-Romagna,skin_contact=No,sku_short=GRANEGR,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Biodynamic,Vntg=2018,wine_producer=Gradizzolo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRABRI17,"alt_image=/g/r/greybottle_1.png,bottleml=750,box_size=12,cellar_practice=No added S02|Unwooded|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Barbera,manufacturer=Gradizzolo,mineral=1,oak1=No,pairing=Poultry,region=Emilia-Romagna,skin_contact=No,sku_short=GRABRI,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=Yes,vineyard_management=Biodynamic,Vntg=2017,wine_producer=Gradizzolo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRAGRE20,"area=Bologna,bottleml=750,box_size=12,cellar_practice=Minimum S02|Skin contact|Unfiltered|Unwooded|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Grechetto Gentile,manufacturer=Gradizzolo,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Emilia-Romagna,second_fermentation=Bottle (Metodo Classico),skin_contact=No,sku_short=GRAGRE,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=Yes,vineyard_management=Biodynamic,Vntg=2020,wine_producer=Gradizzolo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APMONT12,"area=Sulcis,blended_grapes=Merlot|Shiraz,bottleml=750,box_size=12,cellar_practice=Barrel aged|Conventional|Minimum S02|Unfiltered,filtration=No,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Carignano,manufacturer=Agricola Punica,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,skin_contact=No,sku_short=APMONT,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2012,wine_producer=Agricola Punica",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECON14,"area=Loreto Aprutino Pescara,box_size=12,cellar_practice=Concrete|Minimum S02|Unfiltered|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Montepulciano,manufacturer=De Fermo,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Abruzzo,skin_contact=No,sku_short=DECON,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Biodynamic,Vntg=2014,wine_producer=De Fermo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IARVUI12,"bottleml=750,box_size=6,cellar_practice=Barrel aged|Conventional,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Vuillermin,manufacturer=Institut Agricole Regional,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Valle D'Aosta,skin_contact=No,sku_short=IARVUI,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2012,wine_producer=Institut Agricole Regional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOISAM11,"area=Jerzu,bottleml=750,box_size=12,cellar_practice=Barrel aged|Conventional|Minimum S02|Unfiltered|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Cannonau,manufacturer=Alberto Loi,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,skin_contact=No,sku_short=LOISAM,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2011,wine_producer=Alberto Loi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTGUT16,"area=Colli Piacentini,blended_grapes=Bonarda,bottleml=750,box_size=12,cellar_practice=No added S02|Unfiltered|Unwooded|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Barbera,manufacturer=La Tosa,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Emilia-Romagna,skin_contact=No,sku_short=LTGUT,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2016,wine_producer=La Tosa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANLAC13,"alt_image=/s/t/stefano_mancinelli_lacrima_di_morro_dalba_superiore_manlac18_1_1.png,bottleml=750,box_size=12,cellar_practice=Conventional,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Lacrima,manufacturer=Stefano Mancinelli,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Marche,skin_contact=No,sku_short=MANLAC,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2013,wine_producer=Stefano Mancinelli",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAPRI18,"alt_image=/p/l/plapri19_plantamura_primitivo_1.jpg,area=Gioia del Colle Bari,bottleml=750,box_size=12,cellar_practice=Minimum S02|Unfiltered|Unwooded|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Primitivo,manufacturer=Plantamura,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Puglia,skin_contact=No,sku_short=PLAPRI,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2018,wine_producer=Plantamura",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VISNER15,"bottleml=750,box_size=6,cellar_practice=Conventional,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Montepulciano and ""visciole"" - Prunus cerasus ,manufacturer=Corrado Tonelli,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Marche,skin_contact=No,sku_short=VISNER,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2015,wine_producer=Corrado Tonelli",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARUBRUT,"alt_image=/a/r/aribrut_arunda_brut_picture.jpg,area=Meltina,blended_grapes=Pinot Bianco|Pinot Nero,bottleml=750,box_size=6,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Chardonnay,manufacturer=Arunda,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Alto Adige,second_fermentation=Bottle (Metodo Classico)|24 months on lees,skin_contact=No,sku_short=ARUBRUT,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=NV,wine_producer=Arunda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MBUBUH11,"alt_image=/m/b/mbubuh11_buio_buio_mesa.jpg,area=Sulcis,bottleml=375,box_size=12,cellar_practice=Conventional,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Carignano,manufacturer=Mesa,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,skin_contact=No,sku_short=MBUBUH,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2011,wine_producer=Mesa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IARARV20,"alt_image=/i/a/iararv20_institute_agricole_regional_petit_arvine.jpeg,bottleml=750,box_size=12,cellar_practice=Conventional,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Petite Arvine,manufacturer=Institut Agricole Regional,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Valle D'Aosta,skin_contact=No,sku_short=IARARV,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2020,wine_producer=Institut Agricole Regional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IARNUS19,"alt_image=/i/a/iarnus19_institute_agricole_regional_pinot_gris.jpg,bottleml=750,box_size=12,cellar_practice=Conventional,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Pinot Grigio,manufacturer=Institut Agricole Regional,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Valle D'Aosta,skin_contact=No,sku_short=IARNUS,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2019,wine_producer=Institut Agricole Regional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VALMOR20,"alt_image=/v/a/valdifalco_morellino_di_scansano_valmor18_1.png,area=Maremma,blended_grapes=Shiraz,bottleml=750,box_size=12,cellar_practice=Minimum S02|Unfiltered|Unwooded|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Sangiovese,manufacturer=Valdifalco,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Toscana,skin_contact=No,sku_short=VALMOR,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2020,wine_producer=Valdifalco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALRAD20,"area=Modena,bottleml=750,box_size=12,cellar_practice=Conventional|Unfiltered|Unwooded,filtration=No,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Sorbara,manufacturer=Paltrinieri,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Emilia-Romagna,second_fermentation=Undisgorged (Metodo Ancestrale),skin_contact=No,sku_short=PALRAD,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2020,wine_producer=Paltrinieri",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORROS16,"alt_image=/p/o/podere_le_ripi_sogni_e_follia_rosso_posros15_1.png,area=Montalcino,bottleml=750,box_size=6,cellar_practice=Barrel aged|Barrel fermented|Minimum S02|Unfiltered|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Biodynamic Wine,main_grape=Sangiovese,manufacturer=Podere Le Ripi,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Toscana,skin_contact=No,sku_short=PORROS,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Biodynamic,Vntg=2016,wine_producer=Podere Le Ripi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNOONB19,"alt_image=/c/n/cnoonc19_carlo_noro_oncia_bianca.jpeg,blended_grapes=Passerina,bottleml=750,box_size=12,cellar_practice=Minimum S02|Skin contact|Unfiltered|Unwooded|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Malvasia,manufacturer=Carlo Noro,mineral=1,oak1=No,pairing=Poultry,region=Lazio,skin_contact=No,sku_short=CNOONB,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Biodynamic,Vntg=2019,wine_producer=Carlo Noro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNOONR19,"alt_image=/c/n/cnoonr19_carlo_noro_oncia_rossa.jpeg,bottleml=750,box_size=12,cellar_practice=Minimum S02|Unfiltered|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Cesanese,manufacturer=Carlo Noro,mineral=1,oak1=No,pairing=Poultry,region=Lazio,skin_contact=No,sku_short=CNOONR,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Biodynamic,Vntg=2019,wine_producer=Carlo Noro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNOFOR19,"alt_image=/c/n/cnfor19_carlo_noro_foretano_1.jpeg,bottleml=750,box_size=6,cellar_practice=Minimum S02|Unfiltered|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Cesanese,manufacturer=Carlo Noro,mineral=1,oak1=No,pairing=Poultry,region=Lazio,skin_contact=No,sku_short=CNOFOR,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Biodynamic,Vntg=2019,wine_producer=Carlo Noro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VENSO14,"alt_image=/v/e/venbla13_ca_del_vent_sogno_1_1.jpeg,area=Cellatica,bottleml=750,box_size=6,cellar_practice=Barrel fermented|Minimum S02,filtration=No,fruit=5,kind_byo_organic=Biodynamic Wine,main_grape=Chardonnay,manufacturer=Ca' Del Vent,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Lombardia ,second_fermentation=Bottle (Metodo Classico)|38 months on lees,skin_contact=No,sku_short=VENSO,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Biodynamic,Vntg=2014,wine_producer=Ca' Del Vent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VENMEM14,"blended_grapes=Pinot Nero,bottleml=750,box_size=6,cellar_practice=Barrel fermented|Minimum S02,filtration=Yes,fruit=5,kind_byo_organic=Biodynamic Wine,main_grape=Chardonnay,manufacturer=Ca' Del Vent,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Lombardia ,second_fermentation=Bottle (Metodo Classico)|35 months on lees,skin_contact=No,sku_short=VENMEM,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Biodynamic,Vntg=2014,wine_producer=Ca' Del Vent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VENSP15,"area=Cellatica,bottleml=750,box_size=6,cellar_practice=Barrel fermented|Minimum S02,filtration=No,fruit=5,kind_byo_organic=Biodynamic Wine,main_grape=Chardonnay,manufacturer=Ca' Del Vent,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Lombardia ,second_fermentation=Bottle (Metodo Classico)|46 months on lees,skin_contact=No,sku_short=VENPEN,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Biodynamic,Vntg=2015,wine_producer=Ca' Del Vent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VENSO11,"alt_image=/v/e/vensosp11_ca_del_vent_sospiri.jpeg,area=Cellatica,bottleml=750,box_size=6,cellar_practice=Barrel fermented|Minimum S02,filtration=No,fruit=5,kind_byo_organic=Biodynamic Wine,main_grape=Chardonnay,manufacturer=Ca' Del Vent,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Lombardia ,second_fermentation=Bottle (Metodo Classico)|40 months on lees,skin_contact=No,sku_short=VENSOSP,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Biodynamic,Vntg=2011,wine_producer=Ca' Del Vent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAGRIL20,"alt_image=/v/a/valdibella_grillo_valgril19_1.png,area=Camporeale Palermo,bottleml=750,box_size=12,cellar_practice=Minimum S02|Unfiltered|Unwooded|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Grillo,manufacturer=Valdibella,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sicilia,skin_contact=No,sku_short=VAGRIL,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2020,wine_producer=Valdibella",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROSPOI18,"alt_image=/r/o/rospoi18_eugenio_rosi_poiema.jpeg,bottleml=750,box_size=6,cellar_practice=No added S02|Unfiltered|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Marzemino,manufacturer=Eugenio Rosi,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Trentino,skin_contact=No,sku_short=ROSPOI,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2018,wine_producer=Eugenio Rosi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROSESE16,"alt_image=/r/o/rosese16_eugenio_rosi_esegesi.jpeg.jpeg,blended_grapes=Merlot,bottleml=750,box_size=6,cellar_practice=No added S02|Unfiltered|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Cabernet Sauvignon,manufacturer=Eugenio Rosi,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Trentino,skin_contact=No,sku_short=ROSESE,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2016,wine_producer=Eugenio Rosi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUABOR17,"alt_image=/q/u/quabor17_quarticello_bordone.png,area=Reggio Emilia,bottleml=750,box_size=12,cellar_practice=Minimum S02|Unfiltered|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Malbo,manufacturer=Quarticello,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Emilia-Romagna,skin_contact=No,sku_short=QUABOR,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2017,wine_producer=Quarticello",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAZCH19,"alt_image=/t/e/tenuta_mazzolino_blanc_mazch19_1.png,area=Oltrepo Pavese,bottleml=750,box_size=12,cellar_practice=Barrel aged,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Chardonnay,manufacturer=Tenuta Mazzolino,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Lombardia ,skin_contact=No,sku_short=MAZCH,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2019,wine_producer=Tenuta Mazzolino",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCOSC17,"alt_image=/s/c/scosc17_sella_mosca_oscari.png,area=Alghero,bottleml=750,box_size=6,cellar_practice=Conventional,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Torbato,manufacturer=Sella & Mosca,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,second_fermentation=Bottle (Metodo Classico)|12 months on lees,skin_contact=No,sku_short=SCOSC,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2017,wine_producer=Sella & Mosca",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMCAT18,"alt_image=/s/m/smcat18_sella_mosca__catore.jpeg,area=Alghero,bottleml=750,box_size=6,cellar_practice=Conventional|Skin contact,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Torbato,manufacturer=Sella & Mosca,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,skin_contact=No,sku_short=SMCAT,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2018,wine_producer=Sella & Mosca",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMAMB19,"alt_image=/s/m/smamb18_sella_mosca_ambat.jpeg,area=Alghero,bottleml=750,box_size=6,cellar_practice=Conventional,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Vermentino,manufacturer=Sella & Mosca,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,skin_contact=No,sku_short=SMAMB,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2019,wine_producer=Sella & Mosca",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
